user_id, session_id, command_name, note_timings
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Infantry,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Infantry,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Infantry,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Infantry,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Infantry,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Infantry,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Infantry,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Infantry,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Archer,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Attack,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
89293ea1192f96001d6cf80101a00c96-1,c67ab286-3058-417a-bd90-1bdf9e2e8f0e,Defend,System.Single[]
